embryo_id,sigma,threshold,success,length_um,mean_curvature,n_centerline_points
20251017_combined_D11_e01_t0073,10,0.4,True,3410.0657389486314,0.0016052625983058858,1048
20251017_combined_D11_e01_t0073,10,0.5,True,3468.1656562096887,0.0019498262521747897,1062
20251017_combined_D11_e01_t0073,10,0.6,True,3466.2436706672697,0.001959770394385534,1061
20251017_combined_D11_e01_t0073,10,0.7,True,3442.912712239164,0.0018696182935747335,1056
20251017_combined_D11_e01_t0073,10,0.8,True,3405.5733506589627,0.001547807485321957,1055
20251017_combined_D11_e01_t0073,10,0.9,True,3269.009259610064,0.0014299718210226296,1014
20251017_combined_D11_e01_t0073,15,0.4,True,3265.0681271185667,0.0016018131107760304,1011
20251017_combined_D11_e01_t0073,15,0.5,True,3272.4322623568264,0.0018316301564204858,1019
20251017_combined_D11_e01_t0073,15,0.6,True,3281.859019575656,0.0019404682058643927,1020
20251017_combined_D11_e01_t0073,15,0.7,True,3252.508102508119,0.0014967514058014354,1011
20251017_combined_D11_e01_t0073,15,0.8,True,3078.609032080167,0.0015655742873478707,959
20251017_combined_D11_e01_t0073,15,0.9,True,2768.4431308329113,0.0015274988442626751,864
20251017_combined_D11_e01_t0073,20,0.4,True,3158.9224195080947,0.0021355679344931718,984
20251017_combined_D11_e01_t0073,20,0.5,True,3163.842206350214,0.002018793856544175,986
20251017_combined_D11_e01_t0073,20,0.6,True,3045.080867060553,0.0023569539974815762,950
20251017_combined_D11_e01_t0073,20,0.7,True,2877.288510576731,0.0014422332100906454,899
20251017_combined_D11_e01_t0073,20,0.8,True,2614.210834296871,0.0013840209782731599,818
20251017_combined_D11_e01_t0073,20,0.9,True,2150.3312162938305,0.001723207508574774,674
20251017_combined_D11_e01_t0073,25,0.4,True,3117.3694772644553,0.0009572621965525618,970
20251017_combined_D11_e01_t0073,25,0.5,True,3024.884454988482,0.0009646889574638977,943
20251017_combined_D11_e01_t0073,25,0.6,True,2794.078142354771,0.0016295875425268004,876
20251017_combined_D11_e01_t0073,25,0.7,True,2544.861357530347,0.001195259550138067,796
20251017_combined_D11_e01_t0073,25,0.8,True,2142.593166543683,0.0014369922607770777,670
20251017_combined_D11_e01_t0073,25,0.9,True,1374.4272666249876,0.0033719962111291002,432
20251017_combined_D11_e01_t0073,30,0.4,True,3042.0891336845807,8.638753629215128e-05,940
20251017_combined_D11_e01_t0073,30,0.5,True,2792.8467132102382,0.0009375625273882792,866
20251017_combined_D11_e01_t0073,30,0.6,True,2510.7854113540825,0.00013148414535626732,777
20251017_combined_D11_e01_t0073,30,0.7,True,2177.643870364397,0.00018938758237367986,673
20251017_combined_D11_e01_t0073,30,0.8,True,1520.2303012886334,0.00034577165514598383,470
20251017_combined_D11_e01_t0073,30,0.9,True,1036.8211428349466,0.00029328517272474565,322
20251017_combined_D11_e01_t0073,35,0.4,True,2860.6351907567446,8.796921433776642e-05,885
20251017_combined_D11_e01_t0073,35,0.5,True,2597.1203324706203,0.00011033569754806305,803
20251017_combined_D11_e01_t0073,35,0.6,True,2293.765736053637,0.00015748629791850427,709
20251017_combined_D11_e01_t0073,35,0.7,True,1745.5873690903636,0.00027056766603741905,540
20251017_combined_D11_e01_t0073,35,0.8,True,1177.2042845626877,0.0003426585345468084,364
20251017_combined_D11_e01_t0073,35,0.9,True,847.3819211856069,0.0003217844286433577,263
20251017_combined_D11_e01_t0073,40,0.4,True,2744.6110493197207,9.149314498022012e-05,850
20251017_combined_D11_e01_t0073,40,0.5,True,2398.3766322852243,0.00011751768937112616,741
20251017_combined_D11_e01_t0073,40,0.6,True,1964.0942238047287,0.00020480676641050014,609
20251017_combined_D11_e01_t0073,40,0.7,True,1315.8104077199769,0.00034761577851816076,409
20251017_combined_D11_e01_t0073,40,0.8,True,951.0200890290693,0.0002973444956460819,296
20251017_combined_D11_e01_t0073,40,0.9,True,690.9305331300149,0.00037346709758617806,215
20251017_combined_D11_e01_t0073,45,0.4,True,2576.1192315549492,9.730742338622936e-05,798
20251017_combined_D11_e01_t0073,45,0.5,True,2187.18023181092,0.00014121982507960985,677
20251017_combined_D11_e01_t0073,45,0.6,True,1549.7996028415635,0.00027882086397255386,481
20251017_combined_D11_e01_t0073,45,0.7,True,1123.9150924864275,0.0002585447218017897,348
20251017_combined_D11_e01_t0073,45,0.8,True,831.1823308655383,0.00029905393990348943,259
20251017_combined_D11_e01_t0073,45,0.9,True,526.7249918302628,0.0007345567367834956,163
20251017_combined_D11_e01_t0073,50,0.4,True,2406.4952170677952,0.00010275156002394862,746
20251017_combined_D11_e01_t0073,50,0.5,True,1922.3535956779663,0.0001746218796943734,595
20251017_combined_D11_e01_t0073,50,0.6,True,1293.5067746706425,0.0002807275881251239,401
20251017_combined_D11_e01_t0073,50,0.7,True,951.0852519660552,0.0002747981603807941,295
20251017_combined_D11_e01_t0073,50,0.8,True,684.1559072174014,0.000408057845077832,212
20251017_combined_D11_e01_t0073,50,0.9,True,355.9965427762546,0.0009587708079309171,110
