embryo_id,sigma,threshold,success,length_um,mean_curvature,n_centerline_points
20251017_combined_D12_e01_t0059,10,0.7,True,3261.285449853951,0.0017243304464733343,990.0
20251017_combined_D12_e01_t0059,10,0.8,True,3204.8569313738144,0.0014529851791295195,975.0
20251017_combined_D12_e01_t0059,10,0.9,True,2668.751480382193,0.0019210226590586495,810.0
20251017_combined_D12_e01_t0059,15,0.4,True,3076.7176903358004,0.001110981552919999,933.0
20251017_combined_D12_e01_t0059,15,0.5,True,3063.0251883305873,0.0011838448634276498,926.0
20251017_combined_D12_e01_t0059,15,0.6,True,3082.974965860517,0.0012813666644283716,938.0
20251017_combined_D12_e01_t0059,15,0.7,True,2756.9088996553824,0.0016555012296462302,840.0
20251017_combined_D12_e01_t0059,15,0.8,True,2510.082734536307,0.00014305220085029303,768.0
20251017_combined_D12_e01_t0059,15,0.9,True,2174.916619060187,0.00022600163616117997,666.0
20251017_combined_D12_e01_t0059,20,0.4,True,3050.468596494842,0.00012016268438826175,932.0
20251017_combined_D12_e01_t0059,20,0.5,True,2997.985229340551,0.0001491322320194341,915.0
20251017_combined_D12_e01_t0059,20,0.6,True,2619.214765031075,0.00014277570779775144,802.0
20251017_combined_D12_e01_t0059,20,0.7,True,2395.3327599584964,0.00016447740157485318,734.0
20251017_combined_D12_e01_t0059,20,0.8,True,2029.8739289383827,0.0002565158355043733,623.0
20251017_combined_D12_e01_t0059,20,0.9,True,1387.063174975499,0.0006520861017446763,424.0
20251017_combined_D12_e01_t0059,25,0.4,True,2964.8116273457695,0.00011349954940370406,906.0
20251017_combined_D12_e01_t0059,25,0.5,True,2605.3611516454052,0.00011506676795756931,798.0
20251017_combined_D12_e01_t0059,25,0.6,True,2381.387585330204,0.0001528846735008228,730.0
20251017_combined_D12_e01_t0059,25,0.7,True,1981.5241745086003,0.0002671182094815219,609.0
20251017_combined_D12_e01_t0059,25,0.8,True,1395.8489656468548,0.0006210957956371845,428.0
20251017_combined_D12_e01_t0059,25,0.9,True,1031.1221293620033,0.0007194183419285985,315.0
20251017_combined_D12_e01_t0059,30,0.4,True,2701.2559309192397,0.00011864224919257533,828.0
20251017_combined_D12_e01_t0059,30,0.5,True,2395.4069962586427,0.00011445012569079069,735.0
20251017_combined_D12_e01_t0059,30,0.6,True,2058.72276444373,0.00021351668461493014,633.0
20251017_combined_D12_e01_t0059,30,0.7,True,1433.7059760063498,0.0005360845192121808,441.0
20251017_combined_D12_e01_t0059,30,0.8,True,1097.5129794435793,0.0005258882293316358,337.0
20251017_combined_D12_e01_t0059,30,0.9,True,818.0688503727598,0.0011553849001465916,247.0
20251017_combined_D12_e01_t0059,35,0.4,True,2525.222005174951,0.00012519231425538443,775.0
20251017_combined_D12_e01_t0059,35,0.5,True,2218.647024861511,0.00013851287683027509,682.0
20251017_combined_D12_e01_t0059,35,0.6,True,1621.2885081146187,0.0003116680119451053,499.0
20251017_combined_D12_e01_t0059,35,0.7,True,1218.3604622015505,0.00037237684658638503,375.0
20251017_combined_D12_e01_t0059,35,0.8,True,913.6861391314378,0.0009196065403813076,278.0
20251017_combined_D12_e01_t0059,35,0.9,True,716.8905494802563,0.0010474306226546414,218.0
20251017_combined_D12_e01_t0059,40,0.4,True,2352.5133196560905,0.00015260087007429332,723.0
20251017_combined_D12_e01_t0059,40,0.5,True,1889.0515670103514,0.00017027020314273097,582.0
20251017_combined_D12_e01_t0059,40,0.6,True,1308.3875397044199,0.00023295683565271967,404.0
20251017_combined_D12_e01_t0059,40,0.7,True,1017.2244545850112,0.0006272864961666399,311.0
20251017_combined_D12_e01_t0059,40,0.8,True,796.9830695671167,0.001069609297353076,242.0
20251017_combined_D12_e01_t0059,40,0.9,True,616.3094119901008,0.0007212074580940883,188.0
20251017_combined_D12_e01_t0059,45,0.4,True,2190.6545880544127,0.00016458539339530675,674.0
20251017_combined_D12_e01_t0059,45,0.5,True,1529.59282092543,0.00018329138438224354,472.0
20251017_combined_D12_e01_t0059,45,0.6,True,1125.3064402525686,0.0003347899548197003,346.0
20251017_combined_D12_e01_t0059,45,0.7,True,850.7867554726482,0.0008735604393480157,259.0
20251017_combined_D12_e01_t0059,45,0.8,True,672.8311234072892,0.001004164668043179,205.0
20251017_combined_D12_e01_t0059,45,0.9,True,483.1774895184546,0.0009109678773328814,148.0
20251017_combined_D12_e01_t0059,50,0.4,True,1933.9643691751937,0.00018785210560839135,595.0
20251017_combined_D12_e01_t0059,50,0.5,True,1286.5480965925767,0.0001413645466229745,396.0
20251017_combined_D12_e01_t0059,50,0.6,True,989.4808105441969,0.0005934956016238043,303.0
20251017_combined_D12_e01_t0059,50,0.7,True,761.723466503877,0.0010083433238331592,232.0
20251017_combined_D12_e01_t0059,50,0.8,True,593.0282222840417,0.0008130727954694988,181.0
20251017_combined_D12_e01_t0059,50,0.9,False,,,
